"Mead_Surplus_DV" "Mead_Shortage_e_DV Row 0" "Mead_Shortage_e_DV Row 1" "Mead_Shortage_e_DV Row 2" "Mead_Shortage_e_DV Row 3" "Mead_Shortage_e_DV Row 4" "Mead_Shortage_e_DV Row 5" "Mead_Shortage_e_DV Row 6" "Mead_Shortage_e_DV Row 7" "Mead_Shortage_V_DV Row 0" "Mead_Shortage_V_DV Row 1" "Mead_Shortage_V_DV Row 2" "Mead_Shortage_V_DV Row 3" "Mead_Shortage_V_DV Row 4" "Mead_Shortage_V_DV Row 5" "Mead_Shortage_V_DV Row 6" "Mead_Shortage_V_DV Row 7" "Powell_Tier_Elevation_DV Row 0" "Powell_Tier_Elevation_DV Row 1" "Powell_Tier_Elevation_DV Row 2" "Powell_Tier_Elevation_DV Row 3" "Powell_Tier_Elevation_DV Row 4" "Powell_Primary_Release_Volume_DV Row 0" "Powell_Primary_Release_Volume_DV Row 1" "Powell_Primary_Release_Volume_DV Row 2" "Powell_Primary_Release_Volume_DV Row 3" "Powell_Primary_Release_Volume_DV Row 4" "Powell_Mead_Reference_Elevation_DV Row 0" "Powell_Mead_Reference_Elevation_DV Row 1" "Powell_Mead_Reference_Elevation_DV Row 2" "Powell_Mead_Reference_Elevation_DV Row 3" "Powell_Mead_Reference_Elevation_DV Row 4" "Powell_Balance_Max_Offset_DV Row 0" "Powell_Balance_Max_Offset_DV Row 1" "Powell_Balance_Max_Offset_DV Row 2" "Powell_Balance_Max_Offset_DV Row 3" "Powell_Balance_Max_Offset_DV Row 4" "Powell_Balance_Min_Offset_DV Row 0" "Powell_Balance_Min_Offset_DV Row 1" "Powell_Balance_Min_Offset_DV Row 2" "Powell_Balance_Min_Offset_DV Row 3" "Powell_Balance_Min_Offset_DV Row 4" "Objectives.Powell_3490" "Objectives.Powell_WY_Release" "Objectives.Mead_1000" "Objectives.LB_Shortage_Volume" "Objectives.Mead_1000" "Objectives.LB_Shortage_Volume" "Objectives.Powell_3490" "Objectives.Lee_Ferry_Deficit" "Objectives.Max_Annual_LB_Shortage" "Objectives.Max_Delta_Annual_Shortage" "Objectives.Powell_WY_Release" "Objectives.Avg_Combo_Storage" "Run Succeeded" "Objectives.LB_Shortage_Frequency_Avg" "Objectives.VariableHydrologicShortageIndicatorMetric" "Metrics.Lee_Ferry_Deficit_Avg" "Metrics.Avg_Combo_Storage_Avg" "Metrics.Max_Annual_LB_Shortage_Avg" "Metrics.Max_Delta_Annual_Shortage_Avg" "Metrics.LB_Shortage_Frequency_Max" "Metrics.Powell_3490_Max" "Metrics.Powell_WY_Release_Max" "Metrics.Lee_Ferry_Deficit_Max" "Metrics.Avg_Combo_Storage_Max" "Metrics.Mead_1000_Max" "Metrics.LB_Shortage_Volume_Max" "Metrics.Max_Annual_LB_Shortage_Max" "Metrics.Max_Delta_Annual_Shortage_Max"
55.000000 990.000000 975.000000 975.000000 895.000000 895.000000 895.000000 895.000000 895.000000 3400000.000000 3400000.000000 400000.000000 400000.000000 400000.000000 200000.000000 200000.000000 200000.000000 3510.000000 3510.000000 3495.000000 3480.000000 3455.000000 11000000.000000 6750000.000000 5500000.000000 5000000.000000 5000000.000000 1140.000000 1035.000000 995.000000 965.000000 965.000000 500000.000000 500000.000000 2000000.000000 0.000000 500000.000000 3000000.000000 2000000.000000 2000000.000000 2000000.000000 4000000.000000 17.710000 8947090.986250 34.911250 396933.652500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 32.9537 1 13.2575 -1.82392e+07 150000 150000 81.82 66.92 1.06572e+07 75.76 -4.61697e+06 84.34 2.2636e+06 200000 200000
35.000000 1045.000000 1040.000000 1015.000000 1015.000000 945.000000 930.000000 925.000000 910.000000 1600000.000000 600000.000000 600000.000000 600000.000000 600000.000000 400000.000000 200000.000000 200000.000000 3465.000000 3460.000000 3450.000000 3450.000000 3450.000000 10000000.000000 7750000.000000 5500000.000000 5250000.000000 5250000.000000 1125.000000 1030.000000 990.000000 975.000000 965.000000 1500000.000000 1500000.000000 500000.000000 500000.000000 2000000.000000 3000000.000000 1000000.000000 2000000.000000 1000000.000000 3000000.000000 18.560000 8923333.702500 22.631250 489063.695000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 55.3038 1 11.7425 -1.92119e+07 750000 600000 90.91 80.05 1.06447e+07 75.76 -4.12376e+06 84.09 2.27451e+06 1.6e+06 1.4e+06
25.000000 995.000000 985.000000 895.000000 895.000000 895.000000 895.000000 895.000000 895.000000 3000000.000000 400000.000000 400000.000000 200000.000000 200000.000000 200000.000000 200000.000000 200000.000000 3640.000000 3510.000000 3480.000000 3470.000000 3455.000000 5000000.000000 5000000.000000 5000000.000000 5000000.000000 5000000.000000 1115.000000 1000.000000 970.000000 955.000000 955.000000 1000000.000000 0.000000 2000000.000000 1000000.000000 1000000.000000 0.000000 1000000.000000 2000000.000000 0.000000 3000000.000000 1.073750 8692548.692500 49.652500 646708.705000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 48.865 1 23.1062 -2.23359e+07 175000 175000 93.94 8.59 1.05706e+07 84.85 -9.44479e+06 94.95 2.4127e+06 200000 200000
40.000000 1015.000000 1005.000000 900.000000 900.000000 900.000000 895.000000 895.000000 895.000000 800000.000000 400000.000000 400000.000000 200000.000000 200000.000000 200000.000000 200000.000000 200000.000000 3470.000000 3455.000000 3450.000000 3450.000000 3450.000000 13000000.000000 8000000.000000 5250000.000000 5000000.000000 5000000.000000 1145.000000 1075.000000 965.000000 965.000000 960.000000 500000.000000 500000.000000 500000.000000 500000.000000 1500000.000000 3000000.000000 2000000.000000 4000000.000000 4000000.000000 1000000.000000 22.853750 8954628.541250 33.805000 399829.340000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 44.6987 1 13.6363 -1.8159e+07 150000 150000 84.85 77.02 1.06527e+07 75.76 -4.06881e+06 84.34 2.23582e+06 200000 200000
20.000000 910.000000 900.000000 895.000000 895.000000 895.000000 895.000000 895.000000 895.000000 3000000.000000 1400000.000000 800000.000000 800000.000000 400000.000000 200000.000000 200000.000000 200000.000000 3655.000000 3575.000000 3460.000000 3450.000000 3450.000000 6750000.000000 5250000.000000 5000000.000000 5000000.000000 5000000.000000 1010.000000 965.000000 965.000000 955.000000 955.000000 2000000.000000 500000.000000 1000000.000000 1000000.000000 1000000.000000 0.000000 0.000000 2000000.000000 1000000.000000 2000000.000000 1.862500 8728330.571250 57.702500 520483.741250 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 34.4688 1 18.5613 -2.03776e+07 150000 150000 84.85 14.9 1.05863e+07 81.82 -7.62681e+06 93.69 2.33713e+06 200000 200000
10.000000 1015.000000 950.000000 910.000000 905.000000 905.000000 895.000000 895.000000 895.000000 2600000.000000 400000.000000 400000.000000 200000.000000 200000.000000 200000.000000 200000.000000 200000.000000 3695.000000 3535.000000 3460.000000 3455.000000 3455.000000 7500000.000000 5000000.000000 5000000.000000 5000000.000000 5000000.000000 1085.000000 1030.000000 990.000000 955.000000 950.000000 1000000.000000 1000000.000000 1500000.000000 500000.000000 2000000.000000 2000000.000000 2000000.000000 2000000.000000 3000000.000000 2000000.000000 7.355000 8696817.645000 58.460000 491155.567500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 61.7425 1 17.8038 -1.97121e+07 200000 200000 96.97 46.72 1.05673e+07 78.79 -5.29556e+06 91.67 2.2811e+06 200000 200000
25.000000 1035.000000 1020.000000 905.000000 900.000000 900.000000 895.000000 895.000000 895.000000 1200000.000000 800000.000000 600000.000000 400000.000000 400000.000000 400000.000000 200000.000000 200000.000000 3680.000000 3655.000000 3600.000000 3485.000000 3455.000000 6750000.000000 6250000.000000 5750000.000000 5500000.000000 5250000.000000 1125.000000 1120.000000 1010.000000 960.000000 960.000000 500000.000000 1500000.000000 500000.000000 1000000.000000 0.000000 2000000.000000 4000000.000000 2000000.000000 3000000.000000 3000000.000000 1.798750 8598398.397500 57.732500 687658.360000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 64.7725 1 23.8637 -2.21958e+07 350000 225000 100 14.39 1.0536e+07 84.85 -7.24088e+06 96.46 2.35155e+06 400000 400000
20.000000 995.000000 920.000000 900.000000 895.000000 895.000000 895.000000 895.000000 895.000000 1000000.000000 600000.000000 400000.000000 200000.000000 200000.000000 200000.000000 200000.000000 200000.000000 3535.000000 3475.000000 3455.000000 3450.000000 3450.000000 12500000.000000 8500000.000000 7000000.000000 5750000.000000 5250000.000000 1030.000000 970.000000 965.000000 955.000000 950.000000 2000000.000000 500000.000000 500000.000000 0.000000 500000.000000 2000000.000000 1000000.000000 0.000000 3000000.000000 1000000.000000 33.365000 8947177.603750 30.460000 375977.903750 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 30.3025 1 13.2575 -1.79641e+07 150000 150000 81.82 81.82 1.06653e+07 75.76 -3.90994e+06 82.07 2.23271e+06 200000 200000
0.000000 910.000000 910.000000 900.000000 895.000000 895.000000 895.000000 895.000000 895.000000 3000000.000000 1000000.000000 600000.000000 200000.000000 200000.000000 200000.000000 200000.000000 200000.000000 3680.000000 3670.000000 3475.000000 3455.000000 3450.000000 7750000.000000 6500000.000000 6250000.000000 5500000.000000 5000000.000000 1145.000000 1020.000000 975.000000 970.000000 965.000000 1000000.000000 0.000000 1000000.000000 500000.000000 1000000.000000 3000000.000000 4000000.000000 2000000.000000 3000000.000000 1000000.000000 3.220000 8545601.242500 55.365000 748741.027500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 41.2888 1 27.2725 -2.35112e+07 175000 175000 87.88 25.76 1.05245e+07 87.88 -6.11575e+06 96.46 2.29295e+06 200000 200000
30.000000 1050.000000 1020.000000 910.000000 900.000000 895.000000 895.000000 895.000000 895.000000 2400000.000000 2000000.000000 1600000.000000 1600000.000000 1200000.000000 1000000.000000 1000000.000000 600000.000000 3610.000000 3535.000000 3470.000000 3465.000000 3455.000000 7000000.000000 5500000.000000 5250000.000000 5250000.000000 5250000.000000 1080.000000 1010.000000 980.000000 960.000000 960.000000 1500000.000000 500000.000000 1500000.000000 2000000.000000 1500000.000000 3000000.000000 4000000.000000 3000000.000000 2000000.000000 3000000.000000 4.325000 8837832.430000 25.190000 626051.506250 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 52.6525 1 16.2875 -2.13198e+07 950000 700000 93.94 31.82 1.06051e+07 78.79 -5.89039e+06 83.84 2.29635e+06 1.2e+06 1e+06
5.000000 1110.000000 1000.000000 930.000000 910.000000 900.000000 895.000000 895.000000 895.000000 1400000.000000 800000.000000 400000.000000 400000.000000 400000.000000 200000.000000 200000.000000 200000.000000 3550.000000 3455.000000 3455.000000 3450.000000 3450.000000 11000000.000000 8250000.000000 7750000.000000 5000000.000000 5000000.000000 1075.000000 1010.000000 985.000000 985.000000 975.000000 500000.000000 1000000.000000 500000.000000 500000.000000 0.000000 2000000.000000 2000000.000000 0.000000 1000000.000000 2000000.000000 29.198750 8939626.741250 23.960000 444115.547500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 70.4537 1 13.2575 -1.89416e+07 250000 150000 100 82.58 1.06541e+07 75.76 -4.15594e+06 81.57 2.24956e+06 400000 200000
15.000000 1055.000000 990.000000 920.000000 895.000000 895.000000 895.000000 895.000000 895.000000 3600000.000000 3000000.000000 2400000.000000 2400000.000000 2000000.000000 2000000.000000 1800000.000000 1200000.000000 3580.000000 3555.000000 3525.000000 3500.000000 3455.000000 10750000.000000 9750000.000000 6000000.000000 5000000.000000 5000000.000000 1080.000000 955.000000 955.000000 950.000000 950.000000 2000000.000000 1000000.000000 1500000.000000 2000000.000000 500000.000000 3000000.000000 4000000.000000 4000000.000000 0.000000 3000000.000000 12.815000 8847980.512500 14.646250 648850.367500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 39.3937 1 16.2875 -2.18151e+07 1.525e+06 1.275e+06 90.91 76.01 1.06241e+07 78.79 -5.3776e+06 81.06 2.3172e+06 2e+06 1.8e+06
15.000000 945.000000 935.000000 910.000000 905.000000 905.000000 900.000000 895.000000 895.000000 3800000.000000 800000.000000 400000.000000 200000.000000 200000.000000 200000.000000 200000.000000 200000.000000 3475.000000 3455.000000 3450.000000 3450.000000 3450.000000 10750000.000000 8750000.000000 8750000.000000 6750000.000000 6250000.000000 950.000000 950.000000 950.000000 950.000000 950.000000 1000000.000000 1500000.000000 1000000.000000 1500000.000000 1000000.000000 4000000.000000 3000000.000000 3000000.000000 1000000.000000 4000000.000000 38.982500 9023863.666250 30.270000 336877.288750 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 16.2875 1 12.1212 -1.75434e+07 150000 125000 78.79 90.15 1.06739e+07 75.76 -3.44099e+06 82.07 2.18987e+06 400000 400000
20.000000 900.000000 895.000000 895.000000 895.000000 895.000000 895.000000 895.000000 895.000000 3000000.000000 1400000.000000 800000.000000 800000.000000 400000.000000 200000.000000 200000.000000 200000.000000 3660.000000 3595.000000 3460.000000 3450.000000 3450.000000 6250000.000000 5000000.000000 5000000.000000 5000000.000000 5000000.000000 1005.000000 965.000000 960.000000 955.000000 955.000000 2000000.000000 500000.000000 1000000.000000 1000000.000000 1000000.000000 1000000.000000 0.000000 3000000.000000 1000000.000000 2000000.000000 1.578750 8677230.122500 56.281250 599631.181250 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 40.91 1 21.5912 -2.16709e+07 150000 150000 84.85 12.63 1.05595e+07 84.85 -9.06354e+06 95.45 2.38191e+06 200000 200000
30.000000 965.000000 910.000000 895.000000 895.000000 895.000000 895.000000 895.000000 895.000000 600000.000000 200000.000000 200000.000000 200000.000000 200000.000000 200000.000000 200000.000000 200000.000000 3530.000000 3460.000000 3455.000000 3455.000000 3450.000000 11250000.000000 9500000.000000 5500000.000000 5250000.000000 5250000.000000 1090.000000 975.000000 975.000000 960.000000 955.000000 1500000.000000 1000000.000000 500000.000000 0.000000 2000000.000000 3000000.000000 2000000.000000 1000000.000000 3000000.000000 0.000000 28.030000 8977664.358750 34.752500 349680.385000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 24.6212 1 12.8788 -1.7755e+07 125000 125000 78.79 83.08 1.06587e+07 75.76 -3.59119e+06 82.32 2.18824e+06 200000 200000
20.000000 1050.000000 945.000000 900.000000 900.000000 895.000000 895.000000 895.000000 895.000000 2600000.000000 1200000.000000 1000000.000000 800000.000000 600000.000000 600000.000000 400000.000000 400000.000000 3605.000000 3475.000000 3455.000000 3455.000000 3450.000000 10000000.000000 7750000.000000 6250000.000000 6250000.000000 5750000.000000 1075.000000 975.000000 960.000000 955.000000 955.000000 1500000.000000 1000000.000000 500000.000000 1500000.000000 1000000.000000 3000000.000000 3000000.000000 4000000.000000 0.000000 2000000.000000 27.462500 8937363.047500 18.436250 481906.032500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 54.925 1 11.7425 -1.92583e+07 450000 400000 93.94 89.14 1.06465e+07 75.76 -3.7567e+06 81.57 2.22005e+06 600000 400000
5.000000 1050.000000 1045.000000 940.000000 935.000000 920.000000 900.000000 900.000000 895.000000 3600000.000000 1200000.000000 600000.000000 600000.000000 400000.000000 400000.000000 400000.000000 400000.000000 3660.000000 3520.000000 3500.000000 3480.000000 3465.000000 5500000.000000 5250000.000000 5250000.000000 5000000.000000 5000000.000000 1135.000000 950.000000 950.000000 950.000000 950.000000 0.000000 1500000.000000 1000000.000000 2000000.000000 1000000.000000 2000000.000000 4000000.000000 2000000.000000 0.000000 2000000.000000 0.000000 8493880.357500 49.872500 857013.613750 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 60.2275 1 30.3025 -2.5264e+07 1.025e+06 700000 100 0 1.0525e+07 90.91 -1.46455e+07 97.98 2.74192e+06 1.2e+06 800000
30.000000 1115.000000 1100.000000 1100.000000 940.000000 930.000000 925.000000 895.000000 895.000000 4000000.000000 3200000.000000 1400000.000000 400000.000000 200000.000000 200000.000000 200000.000000 200000.000000 3530.000000 3485.000000 3470.000000 3455.000000 3450.000000 5000000.000000 5000000.000000 5000000.000000 5000000.000000 5000000.000000 1045.000000 1045.000000 985.000000 970.000000 960.000000 500000.000000 0.000000 1500000.000000 500000.000000 1000000.000000 3000000.000000 4000000.000000 2000000.000000 2000000.000000 4000000.000000 2.746250 8898269.331250 27.715000 498714.503750 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 73.105 1 15.1512 -1.96923e+07 950000 825000 100 21.21 1.06453e+07 78.79 -6.16414e+06 84.09 2.34048e+06 1.4e+06 1.2e+06
